"d3mIndex","sftgcode","year","byregn2","group","sftgname","feanctig","sftptv2a","sftpcons","ethherf","relhrel","disp4cat","sftpdur2","floil","maccat","logim","logtpop","logmtn","anocracy","democracy","log_gdpc","miss_ind","glb_ind","cwar_ind","reg_ind","sample","sftptv2a1","sftptv2a2","sftptv2a3","sftptv2a4","sftptv2a5","sftptv2a6","byregn2_1","byregn2_2","byregn2_3","byregn2_4","byregn2_5","stratida","stratidb","stratidc"
201,"JAM",1971,4,1,"Jamaica",0,"Full democracy",0,0.625862002372742,0.571869790554047,0,0,0,0,-0.886452376842499,7.52023458480835,1.33500111103058,0,1,6.73564958572388,0,"Y","","Y",3,0,1,0,0,0,0,0,0,0,1,0,NA,NA,197141
202,"JAM",1976,4,1,"Jamaica",0,"Full democracy",0,0.625862002372742,0.571869790554047,0,0,0,0,-0.801448583602905,7.59337425231934,1.33500111103058,0,1,7.16200971603394,0,"Y","","",3,0,1,0,0,0,0,0,0,0,1,0,NA,NA,197641
203,"JAM",1982,4,1,"Jamaica",0,"Full democracy",0,0.630455374717712,0.521796643733978,0,0,0,0,-0.82933896780014,7.66528463363647,1.33500111103058,0,1,7.43443441390991,0,"Y","Y","",3,0,1,0,0,0,0,0,0,0,1,0,NA,NA,198241
204,"JOR",1957,5,1,"Jordan",0,"Partial autocracy",1,0.956773340702057,0.855472207069397,0,0,0,0,0.203496560454369,6.49978685379028,2.72129535675049,1,0,5.33469772338867,0,"Y","","Y",3,0,0,1,0,0,0,0,0,0,0,1,NA,NA,195751
205,"JOR",1970,5,1,"Jordan",0,"Full autocracy",1,0.956773340702057,0.855472207069397,0,0,0,0,-0.135969817638397,7.25417804718018,2.72129535675049,0,0,6.53130006790161,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,197051
206,"JOR",1977,5,1,"Jordan",0,"Full autocracy",0,0.956278502941132,0.855472207069397,0,0,0,0,-0.108960129320621,7.56889581680298,2.72129535675049,0,0,6.62813377380371,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,197751
207,"JOR",1980,5,1,"Jordan",0,"Full autocracy",0,0.956278502941132,0.855472207069397,0,0,0,0,-0.163053140044212,7.64730882644653,2.72129535675049,0,0,7.20749664306641,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,198051
208,"JOR",1986,5,1,"Jordan",0,"Full autocracy",0,0.956659972667694,0.855472207069397,0,0,0,0,-0.274987161159515,7.86557197570801,2.72129535675049,0,0,7.97580194473267,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,198651
209,"JOR",1991,5,1,"Jordan",0,"Partial autocracy",0,0.956659972667694,0.855472207069397,0,1,0,0,-0.369061678647995,8.04237842559814,2.72129535675049,1,0,8.00063419342041,0,"Y","Y","",3,0,0,1,0,0,0,0,0,0,0,1,NA,NA,199151
210,"JPN",1956,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,NA,0,0,-0.948918461799622,11.4055070877075,2.75366067886353,0,1,6.51190853118896,1,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,195621
211,"JPN",1960,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-0.97974169254303,11.4341526031494,2.75366067886353,0,1,6.78064870834351,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196021
212,"JPN",1970,2,1,"Japan",1,"Full democracy",0,0.975273847579956,0.406203001737595,1,0,0,0,-1.90347230434418,11.5321884155273,2.75366067886353,0,1,7.88986349105835,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,197021
213,"JPN",1983,2,1,"Japan",1,"Full democracy",0,0.970545291900635,0.387951910495758,1,0,0,0,-2.21582984924316,11.675971031189,2.75366067886353,0,1,9.20884418487549,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,198321
214,"JPN",1988,2,1,"Japan",1,"Full democracy",0,0.970545291900635,0.387951910495758,1,0,0,0,-2.34770560264587,11.7074394226074,2.75366067886353,0,1,9.55030536651611,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,198821
215,"JPN",1997,2,1,"Japan",1,"Full democracy",0,0.978174209594727,0.363553732633591,1,0,0,0,-2.24626660346985,11.7398376464844,2.75366067886353,0,1,10.0418186187744,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,199721
216,"KEN",1980,1,1,"Kenya",0,"Full autocracy",0,0.192134261131287,0.198437064886093,1,0,0,0,0.0725317820906639,9.62760257720947,3.30688667297363,0,0,6.37229537963867,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,198011
217,"KEN",1983,1,1,"Kenya",0,"Full autocracy",0,0.167203441262245,0.219143554568291,1,0,0,0,0.0697094574570656,9.74102783203125,3.30688667297363,0,0,6.57323312759399,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,198311
218,"KEN",1991,1,1,"Kenya",0,"Full autocracy",1,0.167203441262245,0.219143554568291,1,0,0,1,0.261284589767456,10.0346908569336,3.30688667297363,0,0,6.91040182113647,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199111
219,"KEN",2003,1,1,"Kenya",0,"Partial autocracy",0,0.181441068649292,0.245182946324348,1,0,0,0,0.7634636759758,10.3438367843628,3.30688667297363,1,0,7.18254947662354,0,"Y","","Y",3,0,0,1,0,0,0,1,0,0,0,0,NA,NA,200311
220,"KUW",1965,5,1,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.440977245569229,5.94017124176025,0,0,0,8.74001693725586,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,196551
221,"KUW",1971,5,1,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.827956140041351,6.53669166564941,0,0,0,8.9219913482666,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,197151
222,"KUW",1980,5,1,"Kuwait",0,"Full autocracy",0,0.788850009441376,0.525712490081787,0,0,1,0,-0.879367351531982,7.10987949371338,0,0,0,9.48044395446777,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,198051
223,"KUW",1987,5,1,"Kuwait",0,"Full autocracy",0,0.731850028038025,0.515250623226166,0,0,1,0,-1.12960839271545,7.45007944107056,0,0,0,9.48143577575684,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,198751
224,"KUW",1994,5,1,"Kuwait",0,"Full autocracy",0,0.666678011417389,0.507109940052032,0,NA,1,0,-1.26369202136993,7.58882999420166,0,0,0,9.57516098022461,1,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,199451
225,"KYR",1994,5,1,"Kyrgyzstan",0,"Full autocracy",0,0.410795986652374,0.349138200283051,0,0,0,0,0.338884770870209,8.40469646453857,4.04522466659546,1,0,7.86748838424683,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,199451
226,"LAO",1960,2,1,"Laos",0,"Full democracy",1,0.503336012363434,0.470285534858704,0,1,1,1,0.535544753074646,7.64060401916504,3.60549783706665,0,1,5.92425584793091,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196021
227,"LAO",1987,2,1,"Laos",0,"Full autocracy",0,0.518934011459351,0.459293514490128,0,0,1,0,0.808333575725555,8.19450569152832,3.60549783706665,0,0,7.2004246711731,0,"Y","","Y",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,198721
228,"LAO",1997,2,1,"Laos",0,"Full autocracy",0,0.518930017948151,0.478824317455292,0,0,1,0,0.96974790096283,8.4523344039917,3.60549783706665,0,0,7.26950550079346,0,"Y","","Y",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,199721
229,"LBR",1961,1,1,"Liberia",0,"Full autocracy",0,0.195187911391258,0.368942767381668,0,0,0,0,0.562075793743134,6.93244791030884,0.470003634691238,0,0,5.36129236221313,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,196111
230,"LBR",1977,1,1,"Liberia",0,"Full autocracy",0,0.192382752895355,0.331325739622116,0,0,0,0,0.64146101474762,7.38087892532349,0.470003634691238,0,0,6.28599786758423,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,197711
231,"LBR",1985,1,1,"Liberia",0,"Full autocracy",1,0.192021518945694,0.29931104183197,0,0,0,0,0.877136766910553,7.63867998123169,0.470003634691238,0,0,6.7393364906311,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,198511
232,"LEB",1958,5,1,"Lebanon",0,"Partial democracy with factionalism",1,0.89040994644165,0.252781212329865,1,0,0,0,-0.316928952932358,7.41276407241821,4.0621657371521,1,0,6.4952654838562,0,"Y","Y","",3,0,0,0,1,0,0,0,0,0,0,1,NA,NA,195851
233,"LEB",1970,5,2,"Lebanon",0,"Partial democracy with factionalism",0,0.89040994644165,0.252781212329865,1,0,0,0,-0.676242649555206,7.75662326812744,4.0621657371521,1,0,6.74758672714233,0,"Y","Y","",3,0,0,0,1,0,0,0,0,0,0,1,NA,NA,197052
234,"LEB",1975,5,1,"Lebanon",0,"Partial democracy with factionalism",1,0.88620001077652,0.253917127847672,1,0,0,0,-0.546104073524475,7.894690990448,4.0621657371521,1,0,6.99209642410278,0,"Y","Y","",3,0,0,0,1,0,0,0,0,0,0,1,NA,NA,197551
235,"LES",1970,1,1,"Lesotho",0,"Partial democracy without factionalism",1,0.881575703620911,0.333717286586761,0,0,0,0,0.212861940264702,6.89669418334961,4.4212474822998,0,1,5.47441101074219,0,"Y","","Y",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,197011
236,"LES",1998,1,2,"Lesotho",0,"Partial democracy with factionalism",1,0.88087797164917,0.380677968263626,0,0,0,0,0.868120551109314,7.44190692901611,4.4212474822998,0,1,7.18535661697388,0,"Y","Y","",3,0,0,0,1,0,0,1,0,0,0,0,NA,NA,199812
237,"LIB",1959,5,1,"Libya",0,"Full autocracy",0,0.82355123758316,0.960799992084503,0,0,1,0,0.616807043552399,7.09506416320801,1.95469844341278,0,0,6.45833826065063,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,195951
238,"LIB",1965,5,1,"Libya",0,"Full autocracy",0,0.82355123758316,0.960799992084503,0,0,1,0,0.306311279535294,7.31654834747314,1.95469844341278,0,0,6.55250787734985,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,196551
239,"LIB",1980,5,2,"Libya",0,"Full autocracy",0,0.868684113025665,0.980199992656708,0,0,1,0,0.0116055458784103,7.9309253692627,1.95469844341278,0,0,7.59589004516602,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,198052
240,"LIB",1991,5,1,"Libya",0,"Full autocracy",0,0.859950006008148,0.980199992656708,0,0,1,0,-0.0556271113455296,8.3459300994873,1.95469844341278,0,0,8.49801063537598,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,199151
241,"LIT",1994,3,1,"Lithuania",0,"Full democracy",0,0.676987111568451,0.575521767139435,0,0,0,0,-0.93826961517334,8.21419429779053,0,0,1,8.72143936157227,0,"Y","Y","",3,0,1,0,0,0,0,0,0,1,0,0,NA,NA,199431
242,"MAA",1963,1,2,"Mauritania",0,"Full autocracy",0,0.404751896858215,0.941799998283386,1,0,0,0,0.177228167653084,6.931471824646,0,1,0,5.21243286132812,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,196312
243,"MAA",1969,1,1,"Mauritania",0,"Full autocracy",0,0.404751896858215,0.941799998283386,1,0,0,0,0.294756382703781,7.06902360916138,0,0,0,6.06777715682983,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,196911
244,"MAA",1985,1,1,"Mauritania",0,"Full autocracy",0,0.403031229972839,0.980199992656708,1,0,0,0,0.563186824321747,7.45587682723999,0,0,0,6.98988819122314,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,198511
245,"MAA",1995,1,1,"Mauritania",0,"Full autocracy",0,0.399513870477676,0.996007978916168,1,0,0,0,0.795373857021332,7.68891334533691,0,0,0,7.11463928222656,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199511
246,"MAA",1998,1,1,"Mauritania",0,"Full autocracy",0,0.399513870477676,0.996007978916168,1,0,0,0,0.776166975498199,7.76726388931274,0,0,0,7.14360189437866,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199811
247,"MAG",1965,1,1,"Madagascar",0,"Partial autocracy",0,0.200875997543335,0.345984548330307,0,0,0,0,0.309641271829605,8.6681957244873,3.52046084403992,1,0,5.88887786865234,0,"Y","Y","",3,0,0,1,0,0,0,1,0,0,0,0,NA,NA,196511
248,"MAG",1969,1,1,"Madagascar",0,"Partial autocracy",0,0.200875997543335,0.345984548330307,0,0,0,0,0.380823194980621,8.76873016357422,3.52046084403992,1,0,5.95583724975586,0,"Y","","Y",3,0,0,1,0,0,0,1,0,0,0,0,NA,NA,196911
249,"MAG",1972,1,2,"Madagascar",0,"Partial autocracy",0,0.200941830873489,0.324904233217239,0,0,0,0,0.358112752437592,8.8449125289917,3.52046084403992,1,0,6.1114673614502,0,"Y","","Y",3,0,0,1,0,0,0,1,0,0,0,0,NA,NA,197212
250,"MAG",1981,1,1,"Madagascar",0,"Full autocracy",0,0.200941830873489,0.324904233217239,0,0,0,0,0.463920474052429,9.08273410797119,3.52046084403992,0,0,6.51174545288086,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,198111
251,"MAG",1992,1,1,"Madagascar",0,"Full autocracy",0,0.201042979955673,0.303214132785797,0,0,0,0,0.731652438640594,9.38898849487305,3.52046084403992,0,0,6.67076635360718,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199211
252,"MAG",1996,1,1,"Madagascar",0,"Partial democracy without factionalism",0,0.201042979955673,0.303214132785797,0,1,0,0,0.853762447834015,9.50263690948486,3.52046084403992,0,1,6.58892631530762,0,"Y","","Y",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199611
253,"MAL",1960,2,2,"Malaysia",1,"Full democracy",0,0.370951801538467,0.347232013940811,0,0,0,0,-0.137425169348717,8.94298362731934,2.75366067886353,0,1,6.05187749862671,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196022
254,"MAL",1969,2,1,"Malaysia",1,"Full democracy",1,0.370951801538467,0.347232013940811,0,0,0,0,-0.436886698007584,9.21473026275635,2.75366067886353,0,1,6.49134540557861,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196921
255,"MAL",1996,2,1,"Malaysia",1,"Partial democracy with factionalism",0,0.339694947004318,0.374321907758713,0,0,0,0,-0.457081347703934,9.89540481567383,2.75366067886353,1,0,8.93819427490234,0,"Y","Y","",3,0,0,0,1,0,0,0,1,0,0,0,NA,NA,199621
256,"MAS",1970,1,1,"Mauritius",0,"Partial democracy without factionalism",0,0.523075878620148,0.362291485071182,0,0,0,0,-0.382829904556274,6.6833610534668,0,0,1,6.84025764465332,0,"Y","","Y",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,197011
257,"MAS",1991,1,2,"Mauritius",0,"Full democracy",0,0.522554337978363,0.364301234483719,0,0,0,0,-0.757284998893738,6.95368432998657,0,0,1,8.90852546691895,0,"Y","Y","",3,0,1,0,0,0,0,1,0,0,0,0,NA,NA,199112
258,"MAS",1994,1,1,"Mauritius",0,"Full democracy",0,0.537551283836365,0.362431049346924,0,0,0,0,-0.784118950366974,6.9865665435791,0,0,1,9.16165828704834,0,"Y","","Y",3,0,1,0,0,0,0,1,0,0,0,0,NA,NA,199411
259,"MAS",1999,1,1,"Mauritius",0,"Full democracy",0,0.537551283836365,0.362431049346924,0,0,0,0,-0.654130518436432,7.0475172996521,0,0,1,9.41138935089111,0,"Y","Y","",3,0,1,0,0,0,0,1,0,0,0,0,NA,NA,199911
260,"MAW",1969,1,1,"Malawi",0,"Full autocracy",0,0.182458505034447,0.233415603637695,0,0,0,0,0.630365073680878,8.33710956573486,2.28238248825073,0,0,5.08747291564941,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,196911
261,"MAW",1973,1,1,"Malawi",0,"Full autocracy",0,0.182458505034447,0.233415603637695,0,0,0,0,0.668769240379333,8.44397735595703,2.28238248825073,0,0,5.42296552658081,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,197311
262,"MAW",1990,1,2,"Malawi",0,"Full autocracy",0,0.182435750961304,0.230686143040657,0,0,0,0,0.950710952281952,9.0655460357666,2.28238248825073,0,0,6.19266939163208,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199012
263,"MAW",1997,1,1,"Malawi",0,"Partial democracy without factionalism",0,0.187764793634415,0.236804366111755,0,1,0,0,1.04249048233032,9.2150297164917,2.28238248825073,0,1,6.45760154724121,0,"Y","Y","",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199711
264,"MEX",1961,4,1,"Mexico",0,"Full autocracy",0,0.414649993181229,0.928626835346222,0,0,0,0,-0.0217873547226191,10.4863452911377,3.47196650505066,0,0,6.80440378189087,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,196141
265,"MEX",1966,4,2,"Mexico",0,"Full autocracy",0,0.414649993181229,0.928626835346222,0,0,0,0,-0.282090246677399,10.6409387588501,3.47196650505066,0,0,7.0594801902771,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,196642
266,"MEX",1977,4,1,"Mexico",0,"Full autocracy",0,0.412422955036163,0.910601317882538,0,0,0,0,-0.284370809793472,10.9869527816772,3.47196650505066,0,0,7.90226173400879,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,197741
267,"MEX",1984,4,1,"Mexico",0,"Partial autocracy",0,0.412421643733978,0.899322748184204,0,0,1,0,-0.280207395553589,11.1673746109009,3.47196650505066,1,0,8.65084457397461,0,"Y","Y","",3,0,0,1,0,0,0,0,0,0,1,0,NA,NA,198441
268,"MEX",1991,4,1,"Mexico",0,"Partial autocracy",0,0.412421643733978,0.899322748184204,0,1,1,0,-0.288350284099579,11.3103561401367,3.47196650505066,1,0,8.69375514984131,0,"Y","","Y",3,0,0,1,0,0,0,0,0,0,1,0,NA,NA,199141
269,"MLI",1964,1,1,"Mali",0,"Full autocracy",0,0.249392837285995,0.630599975585938,0,0,0,0,0.442757576704025,8.44160747528076,0.336472243070602,0,0,5.28188323974609,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,196411
270,"MLI",1970,1,1,"Mali",0,"Full autocracy",0,0.249392837285995,0.630599975585938,0,0,0,0,0.521388232707977,8.58429050445557,0.336472243070602,0,0,5.36373043060303,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,197011
271,"MLI",1990,1,1,"Mali",0,"Full autocracy",1,0.244085475802422,0.68860000371933,0,0,0,0,1.03364133834839,9.05800437927246,0.336472243070602,0,0,6.42868661880493,0,"Y","Y","",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199011
272,"MLI",1998,1,2,"Mali",0,"Partial democracy without factionalism",0,0.205571115016937,0.756600022315979,0,0,0,0,1.20397281646729,9.27265739440918,0.336472243070602,0,1,6.69990682601929,0,"Y","Y","",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199812
273,"MON",1958,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.215997025370598,6.76849317550659,3.61899328231812,0,0,6.19031524658203,0,"Y","","Y",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,195821
274,"MON",1961,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.259541988372803,6.84054660797119,3.61899328231812,0,0,6.25766754150391,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,196121
275,"MON",1970,2,1,"Mongolia",0,"Full autocracy",0,0.723955810070038,0.495442003011703,0,0,0,0,0.115344606339931,7.07918453216553,3.61899328231812,0,0,6.44094657897949,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,197021
276,"MON",1983,2,1,"Mongolia",0,"Full autocracy",0,0.711328029632568,0.487136006355286,0,0,0,0,0.464612782001495,7.44307851791382,3.61899328231812,0,0,7.30518817901611,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,198321
277,"MON",1989,2,1,"Mongolia",0,"Full autocracy",0,0.711328029632568,0.487136006355286,0,0,0,0,0.518344461917877,7.61775970458984,3.61899328231812,0,0,7.56268119812012,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,198921
278,"MON",1996,2,1,"Mongolia",0,"Partial democracy without factionalism",0,0.70786052942276,0.323271989822388,0,1,0,0,0.602000117301941,7.76895618438721,3.61899328231812,0,1,7.38190031051636,0,"Y","Y","",3,0,0,0,0,1,0,0,1,0,0,0,NA,NA,199621
279,"MOR",1958,5,1,"Morocco",0,"Partial autocracy",0,0.50249832868576,0.960618019104004,0,0,0,0,0.584730088710785,9.25032997131348,3.85439395904541,1,0,5.59340953826904,0,"Y","Y","",3,0,0,1,0,0,0,0,0,0,0,1,NA,NA,195851
280,"MOR",1965,5,1,"Morocco",0,"Partial democracy with factionalism",1,0.50249832868576,0.960618019104004,0,1,0,0,0.336536973714828,9.4423246383667,3.85439395904541,1,0,6.13090038299561,0,"Y","","Y",3,0,0,0,1,0,0,0,0,0,0,1,NA,NA,196551
281,"MOR",1970,5,2,"Morocco",0,"Full autocracy",0,0.50249832868576,0.960618019104004,0,0,0,0,0.297376781702042,9.5819034576416,3.85439395904541,0,0,6.34756422042847,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,197052
282,"MOR",1975,5,2,"Morocco",0,"Full autocracy",1,0.502130687236786,0.994018018245697,0,0,0,0,0.360536873340607,9.71172142028809,3.85439395904541,0,0,6.6327919960022,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,0,1,NA,NA,197552
283,"MYA",1961,2,1,"Burma",0,"Partial democracy with factionalism",1,0.603637933731079,0.739683449268341,1,0,0,0,0.328590273857117,9.95967864990234,3.60004830360413,0,1,4.31748819351196,0,"Y","Y","",3,0,0,0,1,0,0,0,1,0,0,0,NA,NA,196121
284,"MZM",1995,1,1,"Mozambique",0,"Full autocracy",0,0.228837534785271,0.280809164047241,0,0,0,0,1.2918598651886,9.60609149932861,1.2237753868103,0,0,6.77012395858765,0,"Y","","Y",3,1,0,0,0,0,0,1,0,0,0,0,NA,NA,199511
285,"MZM",1998,1,2,"Mozambique",0,"Partial democracy without factionalism",0,0.228837534785271,0.280809164047241,0,1,0,0,1.29787254333496,9.70528030395508,1.2237753868103,0,1,6.74940395355225,0,"Y","Y","",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199812
286,"NAM",1996,1,2,"Namibia",0,"Partial democracy without factionalism",0,0.331357061862946,0.343221098184586,0,0,0,0,0.358146250247955,7.3765082359314,2.47653841972351,0,1,8.38904857635498,0,"Y","","Y",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199612
287,"NAM",1999,1,1,"Namibia",0,"Partial democracy without factionalism",0,0.331357061862946,0.343221098184586,1,0,0,0,0.476283609867096,7.46737098693848,2.47653841972351,0,1,8.39417552947998,0,"Y","Y","",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,199911
288,"NAM",2003,1,1,"Namibia",0,"Partial democracy without factionalism",0,0.33407399058342,0.347209066152573,0,0,0,0,0.784838557243347,7.56527519226074,2.47653841972351,0,1,8.53719234466553,0,"Y","","Y",3,0,0,0,0,1,0,1,0,0,0,0,NA,NA,200311
289,"NEP",1960,2,2,"Nepal",0,"Transition",1,0.349140405654907,0.774945139884949,0,1,0,0,0.683854937553406,9.17771339416504,4.31347990036011,0,0,5.12396383285522,0,"Y","","Y",3,0,0,0,0,0,1,0,1,0,0,0,NA,NA,196022
290,"NEP",1967,2,1,"Nepal",0,"Full autocracy",0,0.349140405654907,0.774945139884949,0,0,0,0,0.427424311637878,9.30383110046387,4.31347990036011,0,0,5.26325988769531,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,196721
291,"NEP",1971,2,1,"Nepal",0,"Full autocracy",0,0.349140405654907,0.774945139884949,0,0,0,0,0.466148138046265,9.38160133361816,4.31347990036011,0,0,5.42093324661255,0,"Y","Y","",3,1,0,0,0,0,0,0,1,0,0,0,NA,NA,197121
292,"NEP",1983,2,1,"Nepal",0,"Partial autocracy",0,0.406496286392212,0.815872371196747,0,1,0,0,0.538100063800812,9.62911605834961,4.31347990036011,1,0,6.34971570968628,0,"Y","Y","",3,0,0,1,0,0,0,0,1,0,0,0,NA,NA,198321
293,"NEP",1996,2,1,"Nepal",0,"Partial democracy without factionalism",1,0.451736211776733,0.822194457054138,0,0,0,0,0.758452296257019,9.92588520050049,4.31347990036011,1,0,7.06321954727173,0,"Y","Y","",3,0,0,0,0,1,0,0,1,0,0,0,NA,NA,199621
294,"NEW",1956,2,2,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.43411219120026,7.66669034957886,3.37758755683899,0,1,7.66455316543579,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,195622
295,"NEW",1960,2,2,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.36796498298645,7.72973537445068,3.37758755683899,0,1,7.72961664199829,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196022
296,"NEW",1966,2,1,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.72314047813416,7.85631942749023,3.37758755683899,0,1,8.08339691162109,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196621
297,"NEW",1969,2,1,"New Zealand",1,"Full democracy",0,0.869194805622101,0.35743236541748,1,0,0,0,-1.70069944858551,7.90248727798462,3.37758755683899,0,1,8.13968276977539,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,196921
298,"NEW",1983,2,2,"New Zealand",1,"Full democracy",0,0.808803915977478,0.357968837022781,0,0,0,0,-1.71633565425873,8.04910755157471,3.37758755683899,0,1,9.08364772796631,0,"Y","Y","",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,198322
299,"NEW",2000,2,1,"New Zealand",1,"Full democracy",0,0.786740243434906,0.377991795539856,0,0,0,0,-1.86196374893188,8.22121047973633,3.37758755683899,0,1,9.8028621673584,0,"Y","","Y",3,0,1,0,0,0,0,0,1,0,0,0,NA,NA,200021
300,"NIC",1968,4,2,"Nicaragua",0,"Full autocracy",0,0.553186595439911,0.92865526676178,0,0,0,0,0.200626879930496,7.53262376785278,2.33214402198792,0,0,6.94688940048218,0,"Y","","Y",3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,196842
301,"NIC",1978,4,2,"Nicaragua",0,"Full autocracy",1,0.511692881584167,0.901723682880402,0,0,0,0,0.0973429828882217,7.85438108444214,2.33214402198792,0,0,7.61296939849854,0,"Y","Y","",3,1,0,0,0,0,0,0,0,0,1,0,NA,NA,197842
