d3mIndex,type,repeat,fold
2293,TRAIN,0,0
2294,TRAIN,0,0
2295,TRAIN,0,0
2296,TEST,0,0
2297,TRAIN,0,0
2298,TRAIN,0,0
2299,TRAIN,0,0
2300,TEST,0,0
2301,TRAIN,0,0
2302,TRAIN,0,0
2303,TRAIN,0,0
2304,TRAIN,0,0
2305,TRAIN,0,0
2306,TRAIN,0,0
2307,TRAIN,0,0
2308,TRAIN,0,0
2309,TEST,0,0
2310,TRAIN,0,0
2311,TRAIN,0,0
2312,TRAIN,0,0
2313,TRAIN,0,0
2314,TRAIN,0,0
2315,TRAIN,0,0
2316,TRAIN,0,0
2317,TRAIN,0,0
2318,TRAIN,0,0
2319,TRAIN,0,0
2320,TRAIN,0,0
2321,TRAIN,0,0
2322,TRAIN,0,0
2323,TEST,0,0
2324,TEST,0,0
2325,TRAIN,0,0
2326,TRAIN,0,0
2327,TRAIN,0,0
2328,TRAIN,0,0
2329,TRAIN,0,0
2330,TRAIN,0,0
2331,TRAIN,0,0
2332,TRAIN,0,0
2333,TEST,0,0
2334,TRAIN,0,0
2335,TRAIN,0,0
2336,TRAIN,0,0
2337,TRAIN,0,0
2338,TRAIN,0,0
2339,TEST,0,0
2340,TEST,0,0
2341,TEST,0,0
2342,TRAIN,0,0
2343,TEST,0,0
2344,TRAIN,0,0
2345,TEST,0,0
2346,TRAIN,0,0
2347,TRAIN,0,0
2348,TRAIN,0,0
2349,TEST,0,0
2350,TRAIN,0,0
2351,TEST,0,0
2352,TRAIN,0,0
2353,TRAIN,0,0
2354,TRAIN,0,0
2355,TRAIN,0,0
2356,TRAIN,0,0
2357,TRAIN,0,0
2358,TEST,0,0
2359,TEST,0,0
2360,TRAIN,0,0
2361,TRAIN,0,0
2362,TEST,0,0
2363,TRAIN,0,0
2364,TRAIN,0,0
2365,TRAIN,0,0
2366,TRAIN,0,0
2367,TRAIN,0,0
2368,TRAIN,0,0
2369,TEST,0,0
2370,TRAIN,0,0
2371,TRAIN,0,0
2372,TRAIN,0,0
2373,TRAIN,0,0
2374,TRAIN,0,0
2375,TRAIN,0,0
2376,TRAIN,0,0
2377,TRAIN,0,0
2378,TRAIN,0,0
2379,TRAIN,0,0
2380,TEST,0,0
2381,TRAIN,0,0
2382,TEST,0,0
2383,TRAIN,0,0
2384,TEST,0,0
2385,TRAIN,0,0
2386,TRAIN,0,0
2387,TRAIN,0,0
2388,TRAIN,0,0
2389,TRAIN,0,0
2390,TRAIN,0,0
2391,TRAIN,0,0
2392,TRAIN,0,0
2393,TRAIN,0,0
2394,TRAIN,0,0
2395,TRAIN,0,0
2396,TRAIN,0,0
2397,TRAIN,0,0
2398,TEST,0,0
2399,TRAIN,0,0
2400,TRAIN,0,0
2401,TEST,0,0
2402,TRAIN,0,0
2403,TRAIN,0,0
2404,TRAIN,0,0
2405,TRAIN,0,0
2406,TRAIN,0,0
2407,TRAIN,0,0
2408,TRAIN,0,0
2409,TRAIN,0,0
2410,TEST,0,0
2411,TEST,0,0
2412,TRAIN,0,0
2413,TEST,0,0
2414,TRAIN,0,0
2415,TRAIN,0,0
2416,TRAIN,0,0
2417,TRAIN,0,0
2418,TRAIN,0,0
2419,TRAIN,0,0
2420,TRAIN,0,0
2421,TRAIN,0,0
2422,TRAIN,0,0
2423,TRAIN,0,0
2424,TEST,0,0
2425,TEST,0,0
2426,TRAIN,0,0
2427,TRAIN,0,0
2428,TRAIN,0,0
2429,TRAIN,0,0
2430,TRAIN,0,0
2431,TRAIN,0,0
2432,TRAIN,0,0
2433,TRAIN,0,0
2434,TRAIN,0,0
2435,TRAIN,0,0
2436,TRAIN,0,0
2437,TRAIN,0,0
2438,TRAIN,0,0
2439,TRAIN,0,0
2440,TRAIN,0,0
2441,TRAIN,0,0
2442,TEST,0,0
2443,TRAIN,0,0
2444,TRAIN,0,0
2445,TRAIN,0,0
2446,TRAIN,0,0
2447,TRAIN,0,0
2448,TEST,0,0
2449,TEST,0,0
2450,TRAIN,0,0
2451,TRAIN,0,0
2452,TRAIN,0,0
2453,TRAIN,0,0
2454,TEST,0,0
2455,TRAIN,0,0
2456,TRAIN,0,0
2457,TRAIN,0,0
2458,TRAIN,0,0
2459,TRAIN,0,0
2460,TEST,0,0
2461,TRAIN,0,0
2462,TRAIN,0,0
2463,TRAIN,0,0
2464,TRAIN,0,0
2465,TRAIN,0,0
2466,TRAIN,0,0
2467,TEST,0,0
2468,TRAIN,0,0
2469,TRAIN,0,0
2470,TRAIN,0,0
2471,TRAIN,0,0
2472,TRAIN,0,0
2473,TRAIN,0,0
2474,TEST,0,0
2475,TRAIN,0,0
2476,TEST,0,0
2477,TEST,0,0
2478,TRAIN,0,0
2479,TRAIN,0,0
2480,TRAIN,0,0
2481,TRAIN,0,0
2482,TEST,0,0
2483,TRAIN,0,0
2484,TRAIN,0,0
2485,TRAIN,0,0
2486,TRAIN,0,0
2487,TRAIN,0,0
2488,TEST,0,0
2489,TRAIN,0,0
2490,TRAIN,0,0
2491,TRAIN,0,0
2492,TRAIN,0,0
2493,TRAIN,0,0
2494,TRAIN,0,0
2495,TEST,0,0
2496,TRAIN,0,0
2497,TRAIN,0,0
2498,TRAIN,0,0
2499,TRAIN,0,0
2500,TRAIN,0,0
2501,TRAIN,0,0
2502,TRAIN,0,0
2503,TRAIN,0,0
2504,TRAIN,0,0
2505,TEST,0,0
2506,TRAIN,0,0
2507,TRAIN,0,0
2508,TRAIN,0,0
2509,TRAIN,0,0
2510,TRAIN,0,0
2511,TRAIN,0,0
2512,TRAIN,0,0
2513,TRAIN,0,0
2514,TEST,0,0
2515,TRAIN,0,0
2516,TEST,0,0
2517,TRAIN,0,0
2518,TRAIN,0,0
2519,TRAIN,0,0
2520,TRAIN,0,0
2521,TEST,0,0
2522,TRAIN,0,0
2523,TRAIN,0,0
2524,TRAIN,0,0
2525,TRAIN,0,0
2526,TRAIN,0,0
2527,TRAIN,0,0
2528,TRAIN,0,0
2529,TRAIN,0,0
2530,TRAIN,0,0
2531,TRAIN,0,0
2532,TRAIN,0,0
2533,TRAIN,0,0
2534,TRAIN,0,0
2535,TRAIN,0,0
2536,TRAIN,0,0
2537,TRAIN,0,0
2538,TEST,0,0
2539,TEST,0,0
2540,TRAIN,0,0
2541,TEST,0,0
2542,TRAIN,0,0
2543,TRAIN,0,0
2544,TEST,0,0
2545,TRAIN,0,0
2546,TEST,0,0
2547,TRAIN,0,0
2548,TRAIN,0,0
2549,TRAIN,0,0
2550,TRAIN,0,0
2551,TRAIN,0,0
2552,TRAIN,0,0
2553,TRAIN,0,0
2554,TRAIN,0,0
2555,TRAIN,0,0
2556,TRAIN,0,0
2557,TRAIN,0,0
2558,TRAIN,0,0
2559,TRAIN,0,0
2560,TRAIN,0,0
2561,TRAIN,0,0
2562,TRAIN,0,0
2563,TRAIN,0,0
2564,TRAIN,0,0
2565,TRAIN,0,0
2566,TRAIN,0,0
2567,TRAIN,0,0
2568,TRAIN,0,0
2569,TRAIN,0,0
2570,TRAIN,0,0
2571,TRAIN,0,0
2572,TRAIN,0,0
2573,TRAIN,0,0
2574,TRAIN,0,0
2575,TRAIN,0,0
2576,TRAIN,0,0
2577,TEST,0,0
2578,TRAIN,0,0
2579,TRAIN,0,0
2580,TRAIN,0,0
2581,TRAIN,0,0
2582,TRAIN,0,0
2583,TRAIN,0,0
2584,TRAIN,0,0
2585,TEST,0,0
2586,TRAIN,0,0
2587,TRAIN,0,0
2588,TRAIN,0,0
2589,TRAIN,0,0
2590,TEST,0,0
2591,TEST,0,0
2592,TEST,0,0
2593,TEST,0,0
2594,TRAIN,0,0
2595,TRAIN,0,0
2596,TRAIN,0,0
2597,TRAIN,0,0
2598,TRAIN,0,0
2599,TRAIN,0,0
2600,TRAIN,0,0
2601,TRAIN,0,0
2602,TEST,0,0
2603,TEST,0,0
2604,TRAIN,0,0
2605,TRAIN,0,0
2606,TRAIN,0,0
2607,TEST,0,0
2608,TEST,0,0
2609,TRAIN,0,0
2610,TRAIN,0,0
2611,TRAIN,0,0
2612,TEST,0,0
2613,TEST,0,0
2614,TRAIN,0,0
2615,TRAIN,0,0
2616,TRAIN,0,0
2617,TRAIN,0,0
2618,TRAIN,0,0
2619,TRAIN,0,0
2620,TRAIN,0,0
2621,TRAIN,0,0
2622,TRAIN,0,0
2623,TRAIN,0,0
2624,TRAIN,0,0
2625,TRAIN,0,0
2626,TRAIN,0,0
2627,TRAIN,0,0
2628,TRAIN,0,0
2629,TRAIN,0,0
2630,TRAIN,0,0
2631,TRAIN,0,0
2632,TRAIN,0,0
2633,TRAIN,0,0
2634,TRAIN,0,0
2635,TRAIN,0,0
2636,TRAIN,0,0
2637,TRAIN,0,0
2638,TEST,0,0
2639,TRAIN,0,0
2640,TRAIN,0,0
2641,TRAIN,0,0
2642,TRAIN,0,0
2643,TRAIN,0,0
2644,TRAIN,0,0
2645,TEST,0,0
2646,TRAIN,0,0
2647,TRAIN,0,0
2648,TRAIN,0,0
2649,TEST,0,0
2650,TRAIN,0,0
2651,TEST,0,0
2652,TEST,0,0
2653,TRAIN,0,0
2654,TRAIN,0,0
2655,TRAIN,0,0
2656,TRAIN,0,0
2657,TRAIN,0,0
2658,TRAIN,0,0
2659,TRAIN,0,0
2660,TRAIN,0,0
2661,TRAIN,0,0
2662,TEST,0,0
2663,TRAIN,0,0
2664,TEST,0,0
2665,TRAIN,0,0
2666,TEST,0,0
2667,TRAIN,0,0
2668,TRAIN,0,0
2669,TRAIN,0,0
2670,TRAIN,0,0
2671,TRAIN,0,0
2672,TRAIN,0,0
2673,TEST,0,0
2674,TRAIN,0,0
2675,TRAIN,0,0
2676,TRAIN,0,0
2677,TRAIN,0,0
2678,TRAIN,0,0
2679,TRAIN,0,0
2680,TEST,0,0
2681,TRAIN,0,0
2682,TEST,0,0
2683,TEST,0,0
2684,TRAIN,0,0
2685,TEST,0,0
2686,TEST,0,0
2687,TRAIN,0,0
2688,TRAIN,0,0
2689,TRAIN,0,0
2690,TRAIN,0,0
2691,TRAIN,0,0
2692,TRAIN,0,0
2693,TRAIN,0,0
2694,TRAIN,0,0
2695,TEST,0,0
2696,TRAIN,0,0
2697,TRAIN,0,0
2698,TRAIN,0,0
2699,TRAIN,0,0
2700,TEST,0,0
2701,TRAIN,0,0
2702,TEST,0,0
2703,TRAIN,0,0
2704,TRAIN,0,0
2705,TRAIN,0,0
2706,TRAIN,0,0
2707,TEST,0,0
2708,TRAIN,0,0
2709,TEST,0,0
2710,TEST,0,0
2711,TRAIN,0,0
2712,TRAIN,0,0
2713,TRAIN,0,0
2714,TRAIN,0,0
2715,TRAIN,0,0
2716,TRAIN,0,0
2717,TRAIN,0,0
2718,TRAIN,0,0
2719,TRAIN,0,0
2720,TRAIN,0,0
2721,TEST,0,0
2722,TEST,0,0
2723,TEST,0,0
2724,TEST,0,0
2725,TRAIN,0,0
2726,TRAIN,0,0
2727,TRAIN,0,0
2728,TRAIN,0,0
2729,TRAIN,0,0
2730,TEST,0,0
2731,TRAIN,0,0
2732,TRAIN,0,0
2733,TEST,0,0
2734,TEST,0,0
2735,TRAIN,0,0
2736,TRAIN,0,0
2737,TEST,0,0
2738,TRAIN,0,0
2739,TRAIN,0,0
2740,TRAIN,0,0
2741,TRAIN,0,0
2742,TRAIN,0,0
2743,TRAIN,0,0
2744,TRAIN,0,0
2745,TRAIN,0,0
2746,TRAIN,0,0
2747,TRAIN,0,0
2748,TRAIN,0,0
2749,TRAIN,0,0
2750,TRAIN,0,0
2751,TRAIN,0,0
2752,TRAIN,0,0
2753,TRAIN,0,0
2754,TRAIN,0,0
2755,TRAIN,0,0
2756,TRAIN,0,0
2757,TRAIN,0,0
2758,TRAIN,0,0
2759,TRAIN,0,0
2760,TRAIN,0,0
2761,TRAIN,0,0
2762,TRAIN,0,0
2763,TEST,0,0
2764,TRAIN,0,0
2765,TRAIN,0,0
2766,TRAIN,0,0
2767,TRAIN,0,0
2768,TRAIN,0,0
2769,TEST,0,0
2770,TRAIN,0,0
2771,TRAIN,0,0
2772,TRAIN,0,0
2773,TRAIN,0,0
2774,TRAIN,0,0
2775,TRAIN,0,0
2776,TEST,0,0
2777,TRAIN,0,0
2778,TRAIN,0,0
2779,TRAIN,0,0
2780,TEST,0,0
2781,TEST,0,0
2782,TRAIN,0,0
2783,TRAIN,0,0
2784,TRAIN,0,0
2785,TEST,0,0
2786,TRAIN,0,0
2787,TEST,0,0
2788,TRAIN,0,0
2789,TRAIN,0,0
2790,TRAIN,0,0
2791,TRAIN,0,0
2792,TRAIN,0,0
2793,TRAIN,0,0
2794,TRAIN,0,0
2795,TEST,0,0
2796,TRAIN,0,0
2797,TRAIN,0,0
2798,TRAIN,0,0
2799,TRAIN,0,0
2800,TRAIN,0,0
2801,TRAIN,0,0
2802,TRAIN,0,0
2803,TRAIN,0,0
2804,TRAIN,0,0
2805,TRAIN,0,0
2806,TEST,0,0
2807,TRAIN,0,0
2808,TRAIN,0,0
2809,TRAIN,0,0
2810,TRAIN,0,0
2811,TEST,0,0
2812,TRAIN,0,0
2813,TRAIN,0,0
2814,TRAIN,0,0
2815,TRAIN,0,0
2816,TRAIN,0,0
2817,TRAIN,0,0
2818,TRAIN,0,0
2819,TRAIN,0,0
2820,TRAIN,0,0
2821,TRAIN,0,0
2822,TRAIN,0,0
2823,TEST,0,0
2824,TRAIN,0,0
2825,TRAIN,0,0
2826,TRAIN,0,0
2827,TRAIN,0,0
2828,TRAIN,0,0
2829,TRAIN,0,0
2830,TRAIN,0,0
2831,TEST,0,0
2832,TRAIN,0,0
2833,TRAIN,0,0
2834,TRAIN,0,0
2835,TRAIN,0,0
2836,TRAIN,0,0
2837,TRAIN,0,0
2838,TRAIN,0,0
2839,TRAIN,0,0
2840,TRAIN,0,0
2841,TRAIN,0,0
2842,TRAIN,0,0
2843,TRAIN,0,0
2844,TRAIN,0,0
2845,TRAIN,0,0
2846,TEST,0,0
2847,TRAIN,0,0
2848,TRAIN,0,0
2849,TRAIN,0,0
2850,TRAIN,0,0
2851,TEST,0,0
2852,TEST,0,0
2853,TRAIN,0,0
2854,TRAIN,0,0
2855,TRAIN,0,0
2856,TRAIN,0,0
2857,TRAIN,0,0
2858,TRAIN,0,0
2859,TRAIN,0,0
2860,TRAIN,0,0
2861,TRAIN,0,0
2862,TEST,0,0
2863,TRAIN,0,0
2864,TRAIN,0,0
2865,TEST,0,0
2866,TRAIN,0,0
2867,TEST,0,0
2868,TRAIN,0,0
2869,TRAIN,0,0
2870,TRAIN,0,0
2871,TRAIN,0,0
2872,TRAIN,0,0
2873,TEST,0,0
2874,TRAIN,0,0
2875,TEST,0,0
2876,TRAIN,0,0
2877,TEST,0,0
2878,TRAIN,0,0
2879,TRAIN,0,0
2880,TRAIN,0,0
2881,TRAIN,0,0
2882,TEST,0,0
2883,TRAIN,0,0
2884,TRAIN,0,0
2885,TRAIN,0,0
2886,TRAIN,0,0
2887,TRAIN,0,0
2888,TRAIN,0,0
2889,TRAIN,0,0
2890,TRAIN,0,0
2891,TRAIN,0,0
2892,TRAIN,0,0
2893,TRAIN,0,0
2894,TRAIN,0,0
2895,TRAIN,0,0
2896,TRAIN,0,0
2897,TRAIN,0,0
2898,TRAIN,0,0
2899,TRAIN,0,0
2900,TRAIN,0,0
2901,TEST,0,0
2902,TEST,0,0
2903,TRAIN,0,0
2904,TEST,0,0
2905,TRAIN,0,0
2906,TEST,0,0
2907,TEST,0,0
2908,TEST,0,0
2909,TEST,0,0
2910,TRAIN,0,0
2911,TEST,0,0
2912,TEST,0,0
2913,TRAIN,0,0
2914,TRAIN,0,0
2915,TRAIN,0,0
2916,TRAIN,0,0
2917,TRAIN,0,0
2918,TEST,0,0
2919,TRAIN,0,0
2920,TRAIN,0,0
2921,TEST,0,0
2922,TRAIN,0,0
2923,TRAIN,0,0
2924,TRAIN,0,0
2925,TRAIN,0,0
2926,TRAIN,0,0
2927,TRAIN,0,0
2928,TRAIN,0,0
2929,TRAIN,0,0
2930,TRAIN,0,0
2931,TRAIN,0,0
2932,TRAIN,0,0
2933,TRAIN,0,0
2934,TRAIN,0,0
2935,TRAIN,0,0
2936,TRAIN,0,0
2937,TRAIN,0,0
2938,TRAIN,0,0
2939,TRAIN,0,0
2940,TRAIN,0,0
2941,TRAIN,0,0
2942,TEST,0,0
2943,TRAIN,0,0
2944,TRAIN,0,0
2945,TRAIN,0,0
2946,TRAIN,0,0
2947,TRAIN,0,0
2948,TEST,0,0
2949,TEST,0,0
2950,TRAIN,0,0
2951,TRAIN,0,0
2952,TEST,0,0
2953,TRAIN,0,0
2954,TRAIN,0,0
2955,TRAIN,0,0
2956,TRAIN,0,0
2957,TRAIN,0,0
2958,TEST,0,0
2959,TRAIN,0,0
2960,TRAIN,0,0
2961,TRAIN,0,0
2962,TEST,0,0
2963,TRAIN,0,0
2964,TRAIN,0,0
2965,TRAIN,0,0
2966,TRAIN,0,0
2967,TRAIN,0,0
2968,TEST,0,0
2969,TRAIN,0,0
2970,TRAIN,0,0
2971,TRAIN,0,0
2972,TRAIN,0,0
2973,TRAIN,0,0
2974,TRAIN,0,0
2975,TEST,0,0
2976,TEST,0,0
2977,TRAIN,0,0
2978,TEST,0,0
2979,TRAIN,0,0
2980,TRAIN,0,0
2981,TRAIN,0,0
2982,TRAIN,0,0
2983,TRAIN,0,0
2984,TRAIN,0,0
2985,TEST,0,0
2986,TRAIN,0,0
2987,TEST,0,0
2988,TEST,0,0
2989,TRAIN,0,0
2990,TEST,0,0
2991,TRAIN,0,0
2992,TRAIN,0,0
2993,TEST,0,0
2994,TRAIN,0,0
2995,TEST,0,0
2996,TRAIN,0,0
2997,TRAIN,0,0
2998,TRAIN,0,0
2999,TRAIN,0,0
3000,TRAIN,0,0
3001,TRAIN,0,0
3002,TRAIN,0,0
3003,TEST,0,0
3004,TRAIN,0,0
3005,TRAIN,0,0
3006,TRAIN,0,0
3007,TRAIN,0,0
3008,TRAIN,0,0
3009,TRAIN,0,0
3010,TRAIN,0,0
3011,TRAIN,0,0
3012,TRAIN,0,0
3013,TRAIN,0,0
3014,TRAIN,0,0
3015,TRAIN,0,0
3016,TRAIN,0,0
3017,TRAIN,0,0
3018,TEST,0,0
3019,TEST,0,0
3020,TEST,0,0
3021,TRAIN,0,0
3022,TRAIN,0,0
3023,TEST,0,0
3024,TRAIN,0,0
3025,TRAIN,0,0
3026,TRAIN,0,0
3027,TRAIN,0,0
3028,TRAIN,0,0
3029,TRAIN,0,0
3030,TEST,0,0
3031,TEST,0,0
3032,TRAIN,0,0
3033,TRAIN,0,0
3034,TRAIN,0,0
3035,TEST,0,0
3036,TRAIN,0,0
3037,TRAIN,0,0
3038,TRAIN,0,0
3039,TRAIN,0,0
3040,TRAIN,0,0
3041,TRAIN,0,0
3042,TRAIN,0,0
3043,TRAIN,0,0
3044,TRAIN,0,0
3045,TEST,0,0
3046,TRAIN,0,0
3047,TRAIN,0,0
3048,TRAIN,0,0
3049,TRAIN,0,0
3050,TRAIN,0,0
3051,TRAIN,0,0
3052,TEST,0,0
3053,TEST,0,0
3054,TRAIN,0,0
3055,TRAIN,0,0
3056,TRAIN,0,0
3057,TRAIN,0,0
3058,TEST,0,0
3059,TRAIN,0,0
3060,TRAIN,0,0
3061,TRAIN,0,0
3062,TEST,0,0
3063,TRAIN,0,0
3064,TRAIN,0,0
3065,TRAIN,0,0
3066,TRAIN,0,0
3067,TRAIN,0,0
3068,TRAIN,0,0
3069,TRAIN,0,0
3070,TRAIN,0,0
3071,TEST,0,0
3072,TRAIN,0,0
3073,TEST,0,0
3074,TRAIN,0,0
3075,TRAIN,0,0
3076,TRAIN,0,0
3077,TRAIN,0,0
3078,TRAIN,0,0
3079,TRAIN,0,0
3080,TEST,0,0
3081,TRAIN,0,0
3082,TRAIN,0,0
3083,TRAIN,0,0
3084,TRAIN,0,0
3085,TEST,0,0
3086,TRAIN,0,0
3087,TRAIN,0,0
3088,TEST,0,0
3089,TRAIN,0,0
3090,TRAIN,0,0
3091,TEST,0,0
3092,TEST,0,0
3093,TRAIN,0,0
3094,TRAIN,0,0
3095,TEST,0,0
3096,TRAIN,0,0
3097,TEST,0,0
3098,TEST,0,0
3099,TRAIN,0,0
3100,TRAIN,0,0
3101,TRAIN,0,0
3102,TRAIN,0,0
3103,TEST,0,0
3104,TRAIN,0,0
3105,TRAIN,0,0
3106,TRAIN,0,0
3107,TRAIN,0,0
3108,TRAIN,0,0
3109,TRAIN,0,0
3110,TEST,0,0
3111,TRAIN,0,0
3112,TRAIN,0,0
3113,TRAIN,0,0
3114,TRAIN,0,0
3115,TEST,0,0
3116,TRAIN,0,0
3117,TRAIN,0,0
3118,TRAIN,0,0
3119,TRAIN,0,0
3120,TRAIN,0,0
3121,TRAIN,0,0
3122,TRAIN,0,0
3123,TEST,0,0
3124,TRAIN,0,0
3125,TRAIN,0,0
3126,TRAIN,0,0
3127,TRAIN,0,0
3128,TRAIN,0,0
3129,TEST,0,0
3130,TEST,0,0
3131,TRAIN,0,0
3132,TRAIN,0,0
3133,TRAIN,0,0
3134,TRAIN,0,0
3135,TEST,0,0
3136,TRAIN,0,0
3137,TRAIN,0,0
3138,TRAIN,0,0
3139,TEST,0,0
3140,TRAIN,0,0
3141,TRAIN,0,0
3142,TRAIN,0,0
3143,TRAIN,0,0
3144,TRAIN,0,0
3145,TEST,0,0
3146,TRAIN,0,0
3147,TEST,0,0
3148,TRAIN,0,0
3149,TRAIN,0,0
3150,TRAIN,0,0
3151,TRAIN,0,0
3152,TRAIN,0,0
3153,TRAIN,0,0
3154,TRAIN,0,0
3155,TRAIN,0,0
3156,TRAIN,0,0
3157,TEST,0,0
3158,TRAIN,0,0
3159,TRAIN,0,0
3160,TRAIN,0,0
3161,TEST,0,0
3162,TEST,0,0
3163,TEST,0,0
3164,TRAIN,0,0
3165,TRAIN,0,0
3166,TRAIN,0,0
3167,TRAIN,0,0
3168,TRAIN,0,0
3169,TRAIN,0,0
3170,TEST,0,0
3171,TRAIN,0,0
3172,TRAIN,0,0
3173,TRAIN,0,0
3174,TRAIN,0,0
3175,TRAIN,0,0
3176,TRAIN,0,0
3177,TRAIN,0,0
3178,TRAIN,0,0
3179,TRAIN,0,0
3180,TRAIN,0,0
3181,TRAIN,0,0
3182,TEST,0,0
3183,TRAIN,0,0
3184,TRAIN,0,0
3185,TRAIN,0,0
3186,TEST,0,0
3187,TRAIN,0,0
3188,TRAIN,0,0
3189,TEST,0,0
3190,TEST,0,0
3191,TRAIN,0,0
3192,TEST,0,0
3193,TEST,0,0
3194,TRAIN,0,0
3195,TEST,0,0
3196,TRAIN,0,0
3197,TRAIN,0,0
3198,TEST,0,0
3199,TRAIN,0,0
3200,TRAIN,0,0
3201,TRAIN,0,0
3202,TRAIN,0,0
3203,TRAIN,0,0
3204,TEST,0,0
3205,TRAIN,0,0
3206,TRAIN,0,0
3207,TRAIN,0,0
3208,TRAIN,0,0
3209,TRAIN,0,0
3210,TRAIN,0,0
3211,TRAIN,0,0
3212,TRAIN,0,0
3213,TRAIN,0,0
3214,TRAIN,0,0
3215,TRAIN,0,0
3216,TEST,0,0
3217,TRAIN,0,0
3218,TEST,0,0
3219,TEST,0,0
3220,TRAIN,0,0
3221,TRAIN,0,0
3222,TEST,0,0
3223,TRAIN,0,0
3224,TRAIN,0,0
3225,TRAIN,0,0
3226,TRAIN,0,0
3227,TRAIN,0,0
3228,TRAIN,0,0
3229,TRAIN,0,0
3230,TEST,0,0
3231,TEST,0,0
3232,TRAIN,0,0
3233,TRAIN,0,0
3234,TRAIN,0,0
3235,TRAIN,0,0
3236,TRAIN,0,0
3237,TRAIN,0,0
3238,TRAIN,0,0
3239,TRAIN,0,0
3240,TEST,0,0
3241,TEST,0,0
3242,TRAIN,0,0
3243,TRAIN,0,0
3244,TEST,0,0
3245,TEST,0,0
3246,TRAIN,0,0
3247,TRAIN,0,0
3248,TRAIN,0,0
3249,TRAIN,0,0
3250,TRAIN,0,0
3251,TRAIN,0,0
3252,TEST,0,0
3253,TRAIN,0,0
3254,TEST,0,0
3255,TRAIN,0,0
3256,TRAIN,0,0
3257,TEST,0,0
3258,TEST,0,0
3259,TEST,0,0
3260,TRAIN,0,0
3261,TRAIN,0,0
3262,TRAIN,0,0
3263,TRAIN,0,0
3264,TRAIN,0,0
3265,TRAIN,0,0
3266,TEST,0,0
3267,TRAIN,0,0
3268,TRAIN,0,0
3269,TRAIN,0,0
3270,TRAIN,0,0
3271,TRAIN,0,0
3272,TRAIN,0,0
3273,TRAIN,0,0
3274,TRAIN,0,0
3275,TRAIN,0,0
3276,TEST,0,0
3277,TRAIN,0,0
3278,TRAIN,0,0
3279,TRAIN,0,0
3280,TRAIN,0,0
3281,TRAIN,0,0
3282,TEST,0,0
3283,TRAIN,0,0
3284,TRAIN,0,0
3285,TRAIN,0,0
3286,TEST,0,0
3287,TRAIN,0,0
3288,TRAIN,0,0
3289,TRAIN,0,0
3290,TRAIN,0,0
3291,TRAIN,0,0
3292,TRAIN,0,0
3293,TRAIN,0,0
3294,TEST,0,0
3295,TRAIN,0,0
3296,TRAIN,0,0
3297,TRAIN,0,0
3298,TRAIN,0,0
3299,TRAIN,0,0
3300,TEST,0,0
3301,TRAIN,0,0
3302,TRAIN,0,0
3303,TRAIN,0,0
3304,TEST,0,0
3305,TRAIN,0,0
3306,TEST,0,0
3307,TRAIN,0,0
3308,TEST,0,0
3309,TRAIN,0,0
3310,TRAIN,0,0
3311,TRAIN,0,0
3312,TEST,0,0
3313,TRAIN,0,0
3314,TRAIN,0,0
3315,TEST,0,0
3316,TEST,0,0
3317,TRAIN,0,0
3318,TRAIN,0,0
3319,TRAIN,0,0
3320,TRAIN,0,0
3321,TRAIN,0,0
3322,TRAIN,0,0
3323,TRAIN,0,0
3324,TRAIN,0,0
3325,TRAIN,0,0
3326,TRAIN,0,0
3327,TRAIN,0,0
3328,TRAIN,0,0
3329,TRAIN,0,0
3330,TEST,0,0
3331,TRAIN,0,0
3332,TRAIN,0,0
3333,TRAIN,0,0
3334,TRAIN,0,0
3335,TRAIN,0,0
3336,TRAIN,0,0
3337,TRAIN,0,0
3338,TRAIN,0,0
3339,TRAIN,0,0
3340,TEST,0,0
3341,TRAIN,0,0
3342,TRAIN,0,0
3343,TRAIN,0,0
3344,TRAIN,0,0
3345,TRAIN,0,0
3346,TRAIN,0,0
3347,TRAIN,0,0
3348,TEST,0,0
3349,TRAIN,0,0
3350,TEST,0,0
3351,TRAIN,0,0
3352,TRAIN,0,0
3353,TRAIN,0,0
3354,TRAIN,0,0
3355,TEST,0,0
3356,TEST,0,0
3357,TRAIN,0,0
3358,TRAIN,0,0
3359,TRAIN,0,0
3360,TRAIN,0,0
3361,TRAIN,0,0
3362,TRAIN,0,0
3363,TRAIN,0,0
3364,TRAIN,0,0
3365,TRAIN,0,0
3366,TRAIN,0,0
3367,TRAIN,0,0
3368,TEST,0,0
3369,TEST,0,0
3370,TRAIN,0,0
3371,TRAIN,0,0
3372,TEST,0,0
3373,TRAIN,0,0
3374,TRAIN,0,0
3375,TRAIN,0,0
3376,TRAIN,0,0
3377,TRAIN,0,0
3378,TEST,0,0
3379,TEST,0,0
3380,TRAIN,0,0
3381,TRAIN,0,0
3382,TRAIN,0,0
3383,TRAIN,0,0
3384,TEST,0,0
3385,TEST,0,0
3386,TRAIN,0,0
3387,TEST,0,0
3388,TRAIN,0,0
3389,TRAIN,0,0
3390,TRAIN,0,0
3391,TRAIN,0,0
3392,TEST,0,0
3393,TRAIN,0,0
3394,TEST,0,0
3395,TRAIN,0,0
3396,TRAIN,0,0
3397,TRAIN,0,0
3398,TEST,0,0
3399,TEST,0,0
3400,TRAIN,0,0
3401,TRAIN,0,0
3402,TRAIN,0,0
